FREC MAX WAV D4,FREC MAX WAV D6,percentage of energy D6,Kurtosis frecuencia,WAV D3 FFT frec media,WAV D5 FFT frec media,Entropia frecuencia,y_center_mass,WAV A6 (RMS) root-mean-square ,WAV D3 the difference between the maximum and minimum values,WAV A6 FFT VMAX,Frequency FFT umbral 10Hz - 20 Hz   ,WAV D2 (RMS) root-mean-square ,percentage of energy A6,Media tiempo,percentage of energy D3,WAV D4 the difference between the maximum and minimum values,WAV D2 FFT frec media,Varianza frecuencia,FREC MAX WAV D2,FREC 2do PICO en FFT,WAV D2 the difference between the maximum and minimum values,WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).,entropy,x_centroid,WAV D6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV A6 FFT frec media,WAV D3 FFT VMAX,area,Frecuecia umbral 20-30,FFT ENERGIA,WAV D6 (RMS) root-mean-square ,FREC 2do PICO en FFT,maximum,WAV D6 the difference between the maximum and minimum values,FFT umbral 20Hz - 30 Hz   ,percentage of energy D3,Valor FFT umbral 10Hz - 20 Hz   ,WAV D4 the difference between the maximum and minimum values,Max. Frecuencia,FFT rms,WAV D2 (RMS) root-mean-square ,x_centroid,circularity,Etiqueta
0.06640625,0.939393939393939,0.0960600215000532,0.0063485058722675,0.103968974894614,0.199866857614833,0.0,0.5039062500000004,0.0679665358598828,0.0941190957088799,0.0125094243668403,0.116847826086957,0.0507871018822977,0.0068796946766219,0.099519626331157,0.158120754105053,0.311384868014749,0.0623301412597787,0.0063485058722675,0.609533468559838,0.0397479398933592,0.0298386806516248,0.133384418635927,0.0091060168495703,0.5039062499999991,0.35317730151144,0.0551221079339141,0.117600322131037,0.5861601085481681,0.151700420328621,0.1100686913750262,0.177183931403716,0.0397479398933592,0.1354838709677419,0.1549037653680021,0.0402850646944786,0.158120754105053,0.0955598096679254,0.311384868014749,0.128440366972477,0.151595245199001,0.0507871018822977,0.5039062499999991,0.0212980586479822,1.0
0.6328125,0.636363636363636,0.0008621217377022,0.026218768804211,0.622485623934126,0.224266605375647,0.0,0.1523437499999992,0.032984130809039,0.656894353627491,0.0205833559619942,0.587635869565217,0.708297907572958,0.0003961853363883,0.0858188877665307,0.418242703811342,0.437142928054923,0.977718094472596,0.026218768804211,0.217038539553753,0.119728550654387,1.0,0.155448276165965,0.4663486191551194,0.1523437499999989,0.131005859339862,0.0468628781969449,0.415379498923158,0.1920830629461388,0.15246465418418,0.6508476837831454,0.0450746660198398,0.119728550654387,0.5483870967741935,0.019450002475258,0.566581001830342,0.418242703811342,0.83098420631329,0.437142928054923,0.431192660550459,0.72692437922673,0.708297907572958,0.1523437499999989,0.0884605345509719,0.0
0.14453125,0.0909090909090909,0.112036046855182,0.0091203143557901,0.108542134617357,0.186207132765879,0.0,0.5377604166666663,0.0784844686935681,0.116676574921648,0.0240427709466244,0.0271739130434783,0.0579134390592236,0.0552743880562632,0.0774192873310989,0.140889560262358,0.262856849780588,0.0815537035831591,0.0091203143557901,0.608519269776876,0.056228793019874,0.0310395892317476,0.524068029078715,0.1215125015196817,0.5377604166666656,0.276320102937941,0.151453864924714,0.0707531041153494,0.7029884456879913,0.251050821551395,0.1217074893527542,0.180371207671089,0.056228793019874,0.4903225806451613,0.1212020787733982,0.0826266012611442,0.140889560262358,0.130341057974402,0.262856849780588,0.114678899082569,0.162894900512917,0.0579134390592236,0.5377604166666656,0.0134134810621979,1.0
0.1171875,0.727272727272727,0.0882511565113196,0.0032793887022961,0.121295828402542,0.339110935283252,0.0,0.5299479166666671,0.0664584140759297,0.166207817211773,0.0136274514617167,0.478940217391304,0.085405845081979,0.0076972306423972,0.102425883512239,0.126788486053686,0.211387277796463,0.13510956337357,0.0032793887022961,0.758620689655172,0.0334464372273388,0.0394908323447294,0.21871763222588,0.2306897999131577,0.5299479166666656,0.40629541541056,0.085738155165561,0.0853037213787658,0.778142039660534,0.895299961788307,0.0913434656256374,0.192160265846033,0.0334464372273388,0.5483870967741935,0.1768587139942226,0.147490048664729,0.126788486053686,0.110566546460174,0.211387277796463,0.610091743119266,0.233356066895712,0.085405845081979,0.5299479166666656,0.0093052256585366,1.0
0.23828125,0.560606060606061,0.0424114130127929,0.0060137677080158,0.251820278957749,0.163021760723331,0.0,0.2513020833333335,0.0806995696548939,0.421360143346386,0.0290550540547967,0.676630434782609,0.248175028739592,0.0389437488681137,0.0917370469894285,0.343389388521183,0.498218366686118,0.291440998648601,0.0060137677080158,0.283975659229209,0.0707707222491517,0.266708190595496,0.226329965041304,0.0826050685733106,0.2513020833333323,0.181170357447336,0.110877309474993,0.236535346127964,0.4480772310103912,0.649980894153611,0.2742305104176644,0.144331025119495,0.0707707222491517,0.4258064516129032,0.0884570291884121,0.186261986658661,0.343389388521183,0.345781674270471,0.498218366686118,0.302752293577982,0.282067257923497,0.248175028739592,0.2513020833333323,0.0343190101394874,1.0
0.390625,0.575757575757576,0.0786796437806207,0.0152627103631202,0.1751452207054,0.212988329677373,0.0,0.402343750000001,0.0537028991528812,0.155043898507602,0.0160549974140498,0.617527173913044,0.132895450059145,0.0205632778776701,0.0943570370655878,0.158947386312988,0.439650091164618,0.176979300064513,0.0152627103631202,0.239350912778905,0.0896752302472128,0.0813874176401421,0.228085768264734,0.0073213173257384,0.4023437499999989,0.274324913532814,0.0778992011712117,0.143663899331141,0.6178101586927024,0.397019487963317,0.1316517552076447,0.18118679096268,0.0896752302472128,0.1870967741935484,0.1325560978995121,0.0858822145479236,0.158947386312988,0.131173990580946,0.439650091164618,0.146788990825688,0.28973855667634,0.132895450059145,0.4023437499999989,0.0189437347741616,1.0
0.15625,0.666666666666667,0.0347599679854696,0.0225293520845521,0.140922138191777,0.3836785205994,0.0,0.5182291666666674,0.0713380136103077,0.236523884258838,0.0214147371018567,0.0230978260869565,0.0456782752419617,0.0027843947904105,0.090413078007622,0.0759993234950175,0.585291847050598,0.0587151128531904,0.0225293520845521,0.438133874239351,0.0688317983519147,0.0320382139557269,0.322048581663587,0.4824491075953072,0.5182291666666667,0.167767083909115,0.0995292826176881,0.130810775626481,0.8171410030592378,0.102789453572793,0.4962431966390511,0.205843318406105,0.0688317983519147,1.0,0.1240994861635964,0.0076217811478401,0.0759993234950175,0.0328553488408058,0.585291847050598,0.055045871559633,0.408869022924897,0.0456782752419617,0.5182291666666667,0.0073994756527646,1.0
0.26171875,0.878787878787879,0.0242222098770925,0.0206987495122033,0.207773049131797,0.248039547966957,0.0,0.5117187499999998,0.0508367117170074,0.457084836162598,0.0133845668382926,0.0135869565217391,0.106412578946063,0.0059474587370042,0.103413878059103,0.253530593274237,0.810655550666412,0.0902902371410854,0.0206987495122033,0.113590263691684,0.0736791080950073,0.0627514938963705,0.169304826056212,0.4789586619549821,0.5117187499999991,0.166926204629663,0.043899884647382,0.193030875210059,0.7425984139157402,0.643867023309133,0.3136346856668671,0.171540270124176,0.0736791080950073,0.832258064516129,0.0998957813873697,0.0293097520961842,0.253530593274237,0.13649605101025,0.810655550666412,0.119266055045872,0.307382660316922,0.106412578946063,0.5117187499999991,0.0111707680601647,1.0
0.21875,0.636363636363636,0.042462637050162,0.0052492820483581,0.146823442404438,0.255454363657844,0.0,0.5624999999999996,0.0754641923807262,0.180985088630822,0.0225481031345165,0.0142663043478261,0.0936577190570906,0.01925828039748,0.100680897887448,0.158831226052789,0.393640499557231,0.135465582087137,0.0052492820483581,0.363083164300203,0.0499272903538536,0.0890433280550166,0.311463111458701,0.1376832345460959,0.5625,0.128036251829387,0.136706250015464,0.154412714419029,0.5274530790429557,0.430645777607948,0.1068089905867369,0.141391323196859,0.0499272903538536,0.4258064516129032,0.0779935394089046,0.0858606173361324,0.158831226052789,0.127534170589393,0.393640499557231,0.197247706422018,0.256012546556213,0.0936577190570906,0.5625,0.0262101344378784,1.0
0.32421875,0.757575757575758,0.0352081039549779,0.0416618035797671,0.527963605932153,0.284395417517084,0.0,0.3098958333333342,0.1135622073357389,0.63037863761081,0.0428941114057531,0.581521739130435,0.447363067043926,0.0014972678029384,0.0515904776835019,0.422879160218032,0.646529418106295,0.476450420012165,0.0416618035797671,0.212981744421907,0.130392632089191,0.512171980470346,0.208565425694512,0.4811298156266414,0.3098958333333333,0.354197820064015,0.0800238552213208,0.352402682150068,0.3859190776776759,0.0233091325945739,0.9100804258919588,0.323843562861513,0.130392632089191,0.6064516129032258,0.2757848930094402,0.156578211038412,0.422879160218032,0.342464610953402,0.646529418106295,0.284403669724771,0.58623027118885,0.447363067043926,0.3098958333333333,0.0423319864342204,0.0
