FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,percentage of energy D1,WAV D3 the difference between the maximum and minimum values,FREC MAX WAV D2,FFT rms,FFT rms,WAV D5 FFT frec media,percentage of energy D3.1,WAV D2 FFT frec media,WAV A6 (RMS) root-mean-square ,WAV D2 the difference between the maximum and minimum values,FREC MAX WAV D4,percentage of energy D3.1,percentage of energy A6,FFT peak2rms,area,WAV D2 (RMS) root-mean-square ,Varianza frecuencia,Entropia frecuencia,FREC MAX WAV D6,WAV D6 FFT frec media,WAV A6 (RMS) root-mean-square ,WAV D6 FFT frec media,correlation,percentage of energy D3,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,FREC MAX WAV D5,WAV D2 FFT frec media,WAV D3 FFT frec media,percentage of energy D3,Etiqueta
0.237481933923106,0.0605637076258606,0.0941190957088799,0.609533468559838,0.151595245199001,0.151595245199001,0.199866857614833,0.0319252626384123,0.0623301412597787,0.0679665358598828,0.0298386806516248,0.06640625,0.0319252626384123,0.0068796946766219,0.618683226737483,0.5861601085481681,0.0507871018822977,0.0063485058722675,0.0,0.939393939393939,0.144173075352973,0.0679665358598828,0.144173075352973,0.8636617335107333,0.158120754105053,0.237481933923106,0.84375,0.0623301412597787,0.103968974894614,0.158120754105053,1.0
0.699654466442045,0.124396442620771,0.656894353627491,0.217038539553753,0.72692437922673,0.72692437922673,0.224266605375647,0.373240052042409,0.977718094472596,0.032984130809039,1.0,0.6328125,0.373240052042409,0.0003961853363883,0.0101712178724567,0.1920830629461388,0.708297907572958,0.026218768804211,0.0,0.636363636363636,0.0601428116453514,0.032984130809039,0.0601428116453514,0.9621815944053848,0.418242703811342,0.699654466442045,0.828125,0.977718094472596,0.622485623934126,0.418242703811342,0.0
0.219859599603724,0.0639088962874952,0.116676574921648,0.608519269776876,0.162894900512917,0.162894900512917,0.186207132765879,0.039461388645664,0.0815537035831591,0.0784844686935681,0.0310395892317476,0.14453125,0.039461388645664,0.0552743880562632,0.487907958443935,0.7029884456879913,0.0579134390592236,0.0091203143557901,0.0,0.0909090909090909,0.161346519872876,0.0784844686935681,0.161346519872876,0.9338927740799524,0.140889560262358,0.219859599603724,0.6796875,0.0815537035831591,0.108542134617357,0.140889560262358,1.0
0.258364660152982,0.198457399154099,0.166207817211773,0.758620689655172,0.233356066895712,0.233356066895712,0.339110935283252,0.0510456508957875,0.13510956337357,0.0664584140759297,0.0394908323447294,0.1171875,0.0510456508957875,0.0076972306423972,0.237989171896882,0.778142039660534,0.085405845081979,0.0032793887022961,0.0,0.727272727272727,0.157633300608478,0.0664584140759297,0.157633300608478,0.9423983397707952,0.126788486053686,0.258364660152982,0.84375,0.13510956337357,0.121295828402542,0.126788486053686,1.0
0.485033773171574,0.0889743264966581,0.421360143346386,0.283975659229209,0.282067257923497,0.282067257923497,0.163021760723331,0.168312284580345,0.291440998648601,0.0806995696548939,0.266708190595496,0.23828125,0.168312284580345,0.0389437488681137,0.158823880262598,0.4480772310103912,0.248175028739592,0.0060137677080158,0.0,0.560606060606061,0.126736211727023,0.0806995696548939,0.126736211727023,0.8860048584499424,0.343389388521183,0.485033773171574,0.984375,0.291440998648601,0.251820278957749,0.343389388521183,1.0
0.223128591970205,0.0458710846822899,0.155043898507602,0.239350912778905,0.28973855667634,0.28973855667634,0.212988329677373,0.0600783548520129,0.176979300064513,0.0537028991528812,0.0813874176401421,0.390625,0.0600783548520129,0.0205632778776701,0.350340531186908,0.6178101586927024,0.132895450059145,0.0152627103631202,0.0,0.575757575757576,0.145677524578407,0.0537028991528812,0.145677524578407,0.8422995923848333,0.158947386312988,0.223128591970205,0.828125,0.176979300064513,0.1751452207054,0.158947386312988,1.0
0.145174468440627,0.0194136846804152,0.236523884258838,0.438133874239351,0.408869022924897,0.408869022924897,0.3836785205994,0.0065855549288193,0.0587151128531904,0.0713380136103077,0.0320382139557269,0.15625,0.0065855549288193,0.0027843947904105,0.830100956848887,0.8171410030592378,0.0456782752419617,0.0225293520845521,0.0,0.666666666666667,0.162853311895729,0.0713380136103077,0.162853311895729,0.9681505703200716,0.0759993234950175,0.145174468440627,0.890625,0.0587151128531904,0.140922138191777,0.0759993234950175,1.0
0.250069315579808,0.0120157863105877,0.457084836162598,0.113590263691684,0.307382660316922,0.307382660316922,0.248039547966957,0.0253252843103414,0.0902902371410854,0.0508367117170074,0.0627514938963705,0.26171875,0.0253252843103414,0.0059474587370042,0.361241345127999,0.7425984139157402,0.106412578946063,0.0206987495122033,0.0,0.878787878787879,0.104253571142001,0.0508367117170074,0.104253571142001,0.9120381044306968,0.253530593274237,0.250069315579808,0.84375,0.0902902371410854,0.207773049131797,0.253530593274237,1.0
0.231518132013723,0.0738426777648986,0.180985088630822,0.363083164300203,0.256012546556213,0.256012546556213,0.255454363657844,0.0510771151971946,0.135465582087137,0.0754641923807262,0.0890433280550166,0.21875,0.0510771151971946,0.01925828039748,0.314812305029129,0.5274530790429557,0.0936577190570906,0.0052492820483581,0.0,0.636363636363636,0.128616521695734,0.0754641923807262,0.128616521695734,0.9187371542001724,0.158831226052789,0.231518132013723,0.875,0.135465582087137,0.146823442404438,0.158831226052789,1.0
0.486712090725801,0.0348985646089786,0.63037863761081,0.212981744421907,0.58623027118885,0.58623027118885,0.284395417517084,0.141883750271395,0.476450420012165,0.1135622073357389,0.512171980470346,0.32421875,0.141883750271395,0.0014972678029384,0.163155651473829,0.3859190776776759,0.447363067043926,0.0416618035797671,0.0,0.757575757575758,0.246973384975284,0.1135622073357389,0.246973384975284,0.9233181159079492,0.422879160218032,0.486712090725801,0.890625,0.476450420012165,0.527963605932153,0.422879160218032,0.0
0.545286929641308,0.023009708017485,0.872049944889376,0.221095334685598,0.743465444987032,0.743465444987032,0.227773350634796,0.215094462721672,0.701281023071751,0.0360077363165674,0.551774825939493,0.328125,0.215094462721672,0.0011706293611155,0.0598037698372409,0.3644538459593618,0.595569470481955,0.0483131425474197,0.0,0.727272727272727,0.136582920734167,0.0360077363165674,0.136582920734167,0.9634929230748486,0.543201060323801,0.545286929641308,0.71875,0.701281023071751,0.736849215980417,0.543201060323801,0.0
0.187892523787428,0.0916996240780441,0.0782140726826796,0.306288032454361,0.196901421515014,0.196901421515014,0.252352468389684,0.0714249461347942,0.139014440220704,0.0738163245996192,0.0455472850475466,0.1875,0.0714249461347942,0.0190249849620613,0.309493185430854,0.6086830106946913,0.0923677339707086,0.0041985430118826,0.0,0.757575757575758,0.17987278249188,0.0738163245996192,0.17987278249188,0.9434180146049048,0.102055506689325,0.187892523787428,0.890625,0.139014440220704,0.101816478849144,0.102055506689325,1.0
0.43552340532188,0.0131100987804121,0.683094262328482,0.260649087221095,0.401608019775343,0.401608019775343,0.208662949765422,0.130916202779067,0.306999434985477,0.0524199325599503,0.509727696965257,0.29296875,0.130916202779067,0.0069324661551766,0.162963727726394,0.8014276443867617,0.342630437117704,0.0157879283502126,0.0,0.712121212121212,0.0791845126683214,0.0524199325599503,0.0791845126683214,0.9547176469795898,0.484749105578699,0.43552340532188,0.890625,0.306999434985477,0.404129776222115,0.484749105578699,0.0
0.157761850097329,0.0190888599725821,0.273302115115332,0.350912778904665,0.333228003229226,0.333228003229226,0.291819376727364,0.0106241572523479,0.0665157229808335,0.0388840899028052,0.0427163731979021,0.02734375,0.0106241572523479,0.002631567458782,0.66357860877349,0.7078806981467591,0.0492267875786196,0.0072136867872978,0.0,0.5,0.0423227366553783,0.0388840899028052,0.0423227366553783,0.936427543195042,0.140870566851913,0.157761850097329,0.921875,0.0665157229808335,0.153538574160542,0.140870566851913,1.0
0.199719788953001,0.129769618504436,0.0834686095624317,0.609533468559838,0.146642417543213,0.146642417543213,0.186391977155521,0.035031382520603,0.0681457310014005,0.0511847156005255,0.0292330130592248,0.15625,0.035031382520603,0.0059627205086217,0.281108458973853,0.6549929629099,0.0508387096577702,0.0018201567265626,0.0,0.954545454545455,0.119714927652872,0.0511847156005255,0.119714927652872,0.9121377776150248,0.104941367172821,0.199719788953001,1.0,0.0681457310014005,0.0759701723078603,0.104941367172821,1.0
0.138914321430109,0.19980390145003,0.0697312390637999,0.609026369168357,0.0332927765543003,0.0332927765543003,0.133978655908665,0.0399382313024294,0.0270981471194507,0.0712579038513783,0.0529550544306055,0.0546875,0.0399382313024294,0.0329571192696033,0.609765365852845,0.7476255088195386,0.0544766133476548,0.0018261478213688,0.0,0.212121212121212,0.0896794161703125,0.0712579038513783,0.0896794161703125,0.7529297752766819,0.0405643712184056,0.138914321430109,0.8359375,0.0270981471194507,0.0180831161376993,0.0405643712184056,1.0
0.544697112106209,0.421356185667365,0.167125906250919,0.609026369168357,0.0066108451860146,0.0066108451860146,0.036186173408141,0.158115156942022,0.0632680632789958,0.0638577766572438,0.123418901331005,0.740234375,0.158115156942022,0.0087379107682396,0.407419348515745,0.6409229965362346,0.101764146511678,0.0003023497026967,0.0,0.378787878787879,0.0242410813495442,0.0638577766572438,0.0242410813495442,0.7085556023950125,0.20015164014418,0.544697112106209,0.890625,0.0632680632789958,0.0390791735214382,0.20015164014418,1.0
0.150978547595947,0.064324118455019,0.127749005773899,0.608519269776876,0.346992591394199,0.346992591394199,0.476138857150081,0.0190923323216061,0.101927836118622,0.097421888087978,0.0382117195581243,0.0078125,0.0190923323216061,0.019441082944555,0.411780788618094,0.6041447196541291,0.068585579969551,0.050323434233109,0.0,0.636363636363636,0.1872764809859,0.097421888087978,0.1872764809859,0.8796698445776256,0.0711257210518252,0.150978547595947,0.6875,0.101927836118622,0.124298304767285,0.0711257210518252,1.0
0.159440167651555,0.0049863435605551,0.279614763869591,0.184584178498986,0.477314911913918,0.477314911913918,0.433457285164663,0.0065979366335469,0.0743927184021447,0.0133773536616537,0.0417522601044205,0.1640625,0.0065979366335469,0.0005670720397583,0.400660283430156,0.7078806981467591,0.0526135998076854,0.166100598392183,0.0,0.666666666666667,0.0883151260106342,0.0133773536616537,0.0883151260106342,0.935167412398388,0.106077885160983,0.159440167651555,0.6953125,0.0743927184021447,0.169028170117708,0.106077885160983,1.0
0.261720476170389,0.153980100812871,0.0865889796025178,0.26369168356998,0.152095612774107,0.152095612774107,0.176838762854659,0.10965330924198,0.151726941516646,0.0336749911690506,0.048785484680768,0.1953125,0.10965330924198,0.0044315364656867,0.503368850431443,0.7054324650041717,0.0973323747322617,0.0010305843600134,0.0,0.272727272727273,0.104954181420606,0.0336749911690506,0.104954181420606,0.9285173303890224,0.13424499597821,0.261720476170389,0.921875,0.151726941516646,0.0999578605434237,0.13424499597821,1.0
0.166153437868463,0.223668575678377,0.0546986944828488,0.418864097363083,0.0853136199667359,0.0853136199667359,0.144280369866391,0.0440069208460483,0.0533778603517012,0.065078881265417,0.0276346511925489,0.20703125,0.0440069208460483,0.0319724766313122,0.452405505259725,0.6908315565031983,0.0395513735543999,0.002648663730112,0.0,0.606060606060606,0.0606458201661282,0.065078881265417,0.0606458201661282,0.9387656900272172,0.0628885911485773,0.166153437868463,0.875,0.0533778603517012,0.0418653317729009,0.0628885911485773,1.0
0.313006223863317,0.109089456987999,0.114447956004416,0.608519269776876,0.172889119762632,0.172889119762632,0.230650717387591,0.0972287921067042,0.155035653227877,0.1115013020438294,0.0811244061222708,0.16796875,0.0972287921067042,0.138706410711285,0.433920203485475,0.6064117582612066,0.121624191353168,0.0023234742794033,0.0,0.545454545454545,0.207673777451395,0.1115013020438294,0.207673777451395,0.8845811535154869,0.157823825735583,0.313006223863317,0.8359375,0.155035653227877,0.123604382350347,0.157823825735583,1.0
0.134265404338152,0.0996258407341911,0.0996917845820516,0.608519269776876,0.177482624204776,0.177482624204776,0.153125329109423,0.0697341760828018,0.127796515484326,0.0990576741003942,0.0496392444570139,0.234375,0.0697341760828018,0.0402170223483485,0.403389004470551,0.6620848327532298,0.0963258922840372,0.0021645670398795,0.0,0.696969696969697,0.205517983376265,0.0990576741003942,0.205517983376265,0.9105148773084252,0.102912659667021,0.134265404338152,1.0,0.127796515484326,0.0909226344443991,0.102912659667021,1.0
0.114064571404467,0.0547153392511743,0.0650709344427381,0.608519269776876,0.36661219058303,0.36661219058303,0.435050851525503,0.0341272281083125,0.155499404155463,0.0465231649611945,0.0369217062633798,0.09375,0.0341272281083125,0.0415852902474286,0.543746235422283,0.8224124998946541,0.0775099046708466,0.009341955081644,0.0,0.878787878787879,0.17836450391608,0.0465231649611945,0.17836450391608,0.957399586785005,0.0371809964563998,0.114064571404467,0.890625,0.155499404155463,0.1005708868723,0.0371809964563998,1.0
0.142589007552429,0.0158985096314294,0.123653902284669,0.129817444219067,0.551729716982739,0.551729716982739,0.45888972431958,0.0096311256990431,0.109753174422316,0.0884130325187335,0.0210671275978748,0.40625,0.0096311256990431,0.032737276383156,0.57077436966607,0.859784926300176,0.047164239615733,0.117545631850055,0.0,0.636363636363636,0.725561614158535,0.0884130325187335,0.725561614158535,0.9902598446751202,0.0911972130138959,0.142589007552429,0.890625,0.109753174422316,0.206841489689245,0.0911972130138959,1.0
0.31709144045761,0.188788446591891,0.102581759207085,0.608519269776876,0.106520266116375,0.106520266116375,0.142888484693583,0.0836600754985853,0.102420880236903,0.1103114252517757,0.0337754281989076,0.03125,0.0836600754985853,0.0785918098321474,0.293773127333543,0.4383643611417783,0.0702057603034725,0.0002957824045705,0.0,0.484848484848485,0.189017328018398,0.1103114252517757,0.189017328018398,0.8392516820171423,0.162052024327244,0.31709144045761,0.671875,0.102420880236903,0.0889188266855988,0.162052024327244,1.0
0.154334363613355,0.0907305592993798,0.146447584807244,0.1947261663286,0.34802103447922,0.34802103447922,0.465073436385148,0.0234075021193207,0.117145199882799,0.0703266964252497,0.0416154982086899,0.078125,0.0234075021193207,0.0068386403583935,0.388593087905645,0.5553359683794465,0.0677442412674826,0.0112668926240159,0.0,0.939393939393939,0.170114859283973,0.0703266964252497,0.170114859283973,0.895884964927742,0.079103591821991,0.154334363613355,0.8125,0.117145199882799,0.132097138022176,0.079103591821991,1.0
